LVPos;LVText;EntityType;Layer;Handle;Length;Area
;;Polyline2d;F_SSK_50x50;5C1B;1.914;0
;;Polyline2d;F_SSK_50x50;5C15;2;0
;;Polyline;F_Asphaltfläche;5C14;38.787;0
;;Polyline2d;F_SSK_50x50;5C0E;1.914;0
;;Polyline2d;F_SSK_50x50;5C08;2;0
;;Polyline2d;F_SSK_50x50;5C02;1.914;0
;;Polyline2d;F_SSK_50x50;5BFC;2;0
;;Polyline2d;F_SSK_50x50;5BF6;1.914;0
;;Polyline2d;F_SSK_50x50;5BF0;2;0
;;Polyline2d;F_SSK_50x50;5BEA;1.914;0
;;Polyline2d;F_SSK_50x50;5BE4;2;0
;;Circle;F_Schieber;5BE3;0.628;0.031
;;Circle;F_Schieber;5BE2;0.628;0.031
;;Circle;F_Schieber;5BE1;0.628;0.031
;;Circle;F_Schieber;5BE0;0.628;0.031
;;Circle;F_SD;5BDF;2.513;0.503
;;Circle;F_SD;5BDE;2.513;0.503
;;Circle;F_SD;5BDD;2.513;0.503
;;Circle;F_SD;5BDC;2.513;0.503
;;Circle;F_Schieber;5BDB;0.628;0.031
;;Circle;F_Schieber;5BDA;0.628;0.031
;;Circle;F_Schieber;5BD9;0.628;0.031
;;Circle;F_Schieber;5BD8;0.628;0.031
;;Circle;F_SD;5BD7;2.513;0.503
;;Circle;F_Schieber;5BD6;0.628;0.031
;;Circle;F_Schieber;5BD5;0.628;0.031
;;Circle;F_SD;5BD4;2.513;0.503
;;Circle;F_Schieber;5BD3;0.628;0.031
;;Circle;F_SD;5BD2;2.513;0.503
;;Circle;F_Schieber;5BD1;0.628;0.031
;;Circle;F_SD;5BD0;2.513;0.503
;;Circle;F_Schieber;5BCF;0.628;0.031
;;Circle;F_SD;5BCE;2.513;0.503
;;Circle;F_SD;5BCD;2.513;0.503
;;Circle;F_SD;5BCC;2.513;0.503
;;Polyline;F_Gelände;5BCB;4.134;0
;;Polyline2d;F_SSK_50x50;5BC5;1.914;0
;;Polyline2d;F_SSK_50x50;5BBF;2;0
;;Polyline2d;F_SSK_50x50;5BB9;1.914;0
;;Polyline2d;F_SSK_50x50;5BB3;2;0
;;Polyline;F_Gelände;5BB2;4.622;0
;;Polyline;F_Gelände;5BB1;0.389;0
;;Polyline;F_Asphaltfläche;5BB0;0;0
;;Polyline;F_Asphaltflächen_Gehweg;5BAF;41.468;0
;;Circle;F_SD;5BAE;2.513;0.503
;;Polyline2d;F_SSK_50x50;5BA8;1.914;0
;;Polyline2d;F_SSK_50x50;5BA2;2;0
;;Polyline;F_Gelände;5BA1;41.302;0
;;Polyline2d;F_SSK_50x50;5B9B;1.914;0
;;Polyline2d;F_SSK_50x50;5B95;2;0
;;Circle;F_SD;5B94;2.513;0.503
;;Polyline;F_Gelände;5B93;9.643;0
;;Circle;F_SD;5B92;2.513;0.503
;;Polyline2d;0;5B8C;2.4;0
;;Circle;0;5B8B;0.942;0.071
;;Polyline;F_Asphaltfläche_Privat_3;5B8A;18.12;15.835
;;Polyline;F_Gelände;5B88;28.948;0
;;Polyline2d;F_Gelände;5B84;0.16;0
;;Polyline;F_Asphaltfläche_Privat_2;5B83;60.872;193.777
;;Polyline;F_Gelände;5B82;3.421;0
;;Polyline;F_Gelände;5B81;8.346;0
;;Polyline;0;5B80;0;0
;;Polyline;F_Gelände;5B7E;5.314;0
;;Polyline2d;F_SSK_50x50;5B78;1.914;0
;;Polyline2d;F_SSK_50x50;5B72;2;0
;;Circle;F_Schieber;5B71;0.628;0.031
;;Circle;F_Schieber;5B70;0.628;0.031
;;Circle;F_Schieber;5B6F;0.628;0.031
;;Circle;F_Schieber;5B6E;0.628;0.031
;;Circle;F_Schieber;5B6D;0.628;0.031
;;Circle;F_Schieber;5B6C;0.628;0.031
;;Circle;F_Schieber;5B6B;0.628;0.031
;;Circle;F_Schieber;5B6A;0.628;0.031
;;Circle;F_Schieber;5B69;0.628;0.031
;;Circle;F_Schieber;5B68;0.628;0.031
;;Circle;F_SD;5B67;2.513;0.503
;;Polyline2d;0;5B61;3.8;0
;;Polyline;F_Gelände;5B60;4.843;0
;;Polyline2d;0;5B5C;0.134;0
;;Polyline;F_Humusfläche_1;5B5B;129.075;144.863
;;Polyline;F_Gelände;5B5A;6.57;0
;;Polyline2d;F_EON_Hausanschluss_Kasten;5B54;1.2;0
;;Polyline2d;0;5B50;0.08;0
;;Polyline;F_Gelände;5B4F;5.073;0
;;Polyline;F_Asphaltflächen_Gehweg;5B4E;130.576;87.722
;;Line;DFK_Ainring$0$DFK_Gebäude;5B4D;10.514;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5B4C;10.516;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5B4B;10.049;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5B4A;3.1;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5B49;3.1;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B48;46.793;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B47;59.328;179.811
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B46;29.604;52.101
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B45;44.766;124.002
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B44;15.389;13.132
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B43;23.615;22.563
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B42;1.622;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B41;29.016;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B40;17.218;16.971
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B3F;52.554;121.999
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B3E;34.022;63.017
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B3D;13.18;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B3C;35.139;68.047
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B3B;30.963;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B3A;8.46;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B39;28.255;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B38;35.285;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B37;45.229;95.543
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B36;96.026;351.641
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B35;53.339;155.488
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B34;46.049;125.764
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B33;42.917;109.344
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B32;21.932;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B31;14.119;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B30;5.513;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B2F;22.651;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B2E;27.278;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B2D;16.702;15.695
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B2C;16.363;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B2B;11.561;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B2A;63.771;169.187
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B29;29.859;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B28;29.303;49.918
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B27;53.516;133.999
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B26;24.38;36.993
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B25;29.507;53.949
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B24;30.219;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B23;38.319;84.201
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B22;48.29;119.145
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B21;5.908;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B20;93.915;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B1F;44.85;117.487
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B1E;16.659;15.879
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B1D;47.201;136.154
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B1C;29.656;40.975
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B1B;15.369;14.635
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B1A;36.834;81.092
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B19;7.852;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B18;15.239;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B17;33.845;67.677
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B16;12.386;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;5B15;16.656;15.603
;;Line;DFK_Ainring$0$DFK_Gebäude;5AFE;6.797;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF9;33.257;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF8;12.199;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF7;15.906;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF6;5.485;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF5;12.9;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF2;8.161;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF1;10.006;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AF0;10.006;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AEA;2.848;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AE9;2.857;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AE8;5.233;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AE7;0.282;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AE0;1.157;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ADF;1.222;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ADE;1.201;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ADD;1.199;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ADC;1.143;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ADB;7.063;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ADA;11.148;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AD9;6.323;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AD8;1.728;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AD7;2.489;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AD6;1.636;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ACE;0.143;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ACB;2.366;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ACA;2.974;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AC9;2.899;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AC8;5.408;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AC7;2.987;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AC2;6.328;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AC1;7.917;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AC0;17.478;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5ABF;7.536;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AB9;2.87;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AB8;5.489;0
;;Line;DFK_Ainring$0$DFK_Gebäude;5AB7;2.852;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A83;3.435;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A82;2.998;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A81;2.772;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A80;2.808;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A7F;2.785;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A7E;3.008;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A7D;3.16;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A7C;6.953;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A7B;2.401;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A7A;25.123;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A79;0.901;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A78;4.125;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A77;4.771;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A76;5.276;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A75;3.014;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A74;3.193;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A73;6.957;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A72;20.505;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A71;11.92;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A70;30.958;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A6F;2.635;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A6E;31.537;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A6D;9.196;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A6C;36.202;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A6B;18.473;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A6A;7.127;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A69;2.139;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A68;32.042;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A67;16.481;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A66;35.504;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A65;1.091;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A64;15.688;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A63;19.436;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A62;7.877;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A61;5.85;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A60;7.015;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A5F;10.339;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A5E;14.368;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A5D;26.956;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A5C;1.429;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A5B;1.457;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A5A;1.5;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A59;17.644;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A58;1.95;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A57;27.611;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A56;15.158;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A55;12.978;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A54;2.805;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A53;9.375;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A52;7.08;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A51;21.583;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A50;24.437;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A4F;1.032;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A4E;23.37;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A4D;8.779;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A4C;18.682;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A4B;7.2;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A4A;4.442;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A49;3.618;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A48;4.468;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A47;5.234;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A46;7.943;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A45;4.32;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A44;5.404;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A43;4.297;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A42;4.065;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A41;31.452;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A40;2.499;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A3F;3.753;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A3E;17.311;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A3D;32.352;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A3C;8.511;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A3B;33.208;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A3A;7.543;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A39;21.362;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A38;1.366;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A37;10.054;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A36;3.316;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A35;22.618;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A34;7.567;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A33;1.981;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A32;0.233;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A31;1.881;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A30;3.092;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A2F;8.771;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A2E;13.586;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A2D;0.539;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A2C;4.043;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A2B;12.917;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A2A;2.288;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A29;0.986;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A28;3.114;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A27;1.516;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A26;1.667;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A25;2.135;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A24;14.996;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A23;8.546;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A22;7.44;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A21;6.073;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A20;4.838;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A1F;4.931;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A1E;8.492;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A1D;8.074;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A1C;6.672;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A1B;24.496;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A1A;17.96;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A19;60.454;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A18;16.413;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A17;42.001;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A16;6.75;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A15;4.775;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A14;6.72;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A13;3.923;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A12;14.39;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A11;16.493;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A0F;6.723;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A0E;6.695;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A0D;6.153;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A0C;5.137;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A0B;3.451;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A0A;4.623;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A09;4.734;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A08;6.024;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A07;4.405;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A06;6.325;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A05;9.766;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A04;3.548;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A03;11.114;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A02;17.3;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A01;11.015;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;5A00;5.477;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59FF;17.943;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59FE;14.181;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59FD;6.06;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59FC;14.228;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59FB;5.577;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59FA;1.894;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F9;2.573;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F8;2.94;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F7;6.953;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F6;7.083;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F5;22.312;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F4;2.444;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F3;3.887;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F2;2.369;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F1;2.412;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59F0;2.016;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59EF;1.787;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59EE;1.802;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59ED;50.36;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59EC;43.35;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59EB;2;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59EA;43.402;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E9;50.229;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E8;2.542;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E7;2.527;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E6;2.628;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E5;2.888;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E4;14.678;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E3;1.816;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E2;1.865;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E1;14.04;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59E0;0.255;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59DF;10.696;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59DE;8.997;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59DD;14.037;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59DC;12.245;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59DB;23.337;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59DA;2.414;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D9;28.7;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D8;24.884;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D7;2.001;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D6;19.13;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D5;2.449;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D4;3.305;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D3;2.433;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D2;3.666;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D1;4.642;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59D0;11.832;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59CF;9.438;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59CE;9.037;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59CD;9.755;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59CC;1.397;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59CB;15.134;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59CA;9.025;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C9;13.767;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C8;28.107;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C7;24.26;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C6;8.014;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C5;12.257;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C4;17.186;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C3;14.288;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C2;20.52;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C1;0.591;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59C0;6.982;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59BF;10.081;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59BE;0.098;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59BD;1.343;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59BC;8.091;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59BB;6.002;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59BA;20.358;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B9;4.314;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B8;8.125;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B7;13.034;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B6;15.812;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B5;12.307;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B4;2.32;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B3;10.503;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B2;12.402;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B1;9.89;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59B0;7.422;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;59AF;7.359;0
